"Plot","Site","Creek","Year","Month","Site","tmin","date.tmin","tmax","date.tmax","ppt","date.ppt","Prev12"
"11340",607,5,"SouthBeaver",1991,3,"Site 5",-9.28999996185303,"PRISM_tmin_stable_4kmM2_199103_bil",5.03000020980835,"PRISM_tmax_stable_4kmM2_199103_bil",33.9099998474121,"PRISM_ppt_stable_4kmM3_199103_bil",1991
"11949",608,5,"SouthBeaver",1991,3,"Site 5",-9.28999996185303,"PRISM_tmin_stable_4kmM2_199103_bil",5.03000020980835,"PRISM_tmax_stable_4kmM2_199103_bil",33.9099998474121,"PRISM_ppt_stable_4kmM3_199103_bil",1991
"12435",609,5,"SouthBeaver",1991,3,"Site 5",-9.28999996185303,"PRISM_tmin_stable_4kmM2_199103_bil",5.03000020980835,"PRISM_tmax_stable_4kmM2_199103_bil",33.9099998474121,"PRISM_ppt_stable_4kmM3_199103_bil",1991
"12759",610,5,"SouthBeaver",1991,3,"Site 5",-9.28999996185303,"PRISM_tmin_stable_4kmM2_199103_bil",5.03000020980835,"PRISM_tmax_stable_4kmM2_199103_bil",33.9099998474121,"PRISM_ppt_stable_4kmM3_199103_bil",1991
"590",8,15,"SouthBeaver",1991,3,"Site 15",-9.38000011444092,"PRISM_tmin_stable_4kmM2_199103_bil",4.59000015258789,"PRISM_tmax_stable_4kmM2_199103_bil",48.8800010681152,"PRISM_ppt_stable_4kmM3_199103_bil",1991
"9596",578,15,"SouthBeaver",1991,3,"Site 15",-9.38000011444092,"PRISM_tmin_stable_4kmM2_199103_bil",4.59000015258789,"PRISM_tmax_stable_4kmM2_199103_bil",48.8800010681152,"PRISM_ppt_stable_4kmM3_199103_bil",1991
"10088",581,15,"SouthBeaver",1991,3,"Site 15",-9.38000011444092,"PRISM_tmin_stable_4kmM2_199103_bil",4.59000015258789,"PRISM_tmax_stable_4kmM2_199103_bil",48.8800010681152,"PRISM_ppt_stable_4kmM3_199103_bil",1991
"14255",799,15,"SouthBeaver",1991,3,"Site 15",-9.38000011444092,"PRISM_tmin_stable_4kmM2_199103_bil",4.59000015258789,"PRISM_tmax_stable_4kmM2_199103_bil",48.8800010681152,"PRISM_ppt_stable_4kmM3_199103_bil",1991
"6638",300,19,"SouthBeaver",1991,3,"Site 19",-9.14999961853027,"PRISM_tmin_stable_4kmM2_199103_bil",4.82999992370605,"PRISM_tmax_stable_4kmM2_199103_bil",43.4500007629395,"PRISM_ppt_stable_4kmM3_199103_bil",1991
"7824",512,19,"SouthBeaver",1991,3,"Site 19",-9.14999961853027,"PRISM_tmin_stable_4kmM2_199103_bil",4.82999992370605,"PRISM_tmax_stable_4kmM2_199103_bil",43.4500007629395,"PRISM_ppt_stable_4kmM3_199103_bil",1991
"8105",513,19,"SouthBeaver",1991,3,"Site 19",-9.14999961853027,"PRISM_tmin_stable_4kmM2_199103_bil",4.82999992370605,"PRISM_tmax_stable_4kmM2_199103_bil",43.4500007629395,"PRISM_ppt_stable_4kmM3_199103_bil",1991
"8713",514,19,"SouthBeaver",1991,3,"Site 19",-9.14999961853027,"PRISM_tmin_stable_4kmM2_199103_bil",4.82999992370605,"PRISM_tmax_stable_4kmM2_199103_bil",43.4500007629395,"PRISM_ppt_stable_4kmM3_199103_bil",1991
"9200",515,19,"SouthBeaver",1991,3,"Site 19",-9.14999961853027,"PRISM_tmin_stable_4kmM2_199103_bil",4.82999992370605,"PRISM_tmax_stable_4kmM2_199103_bil",43.4500007629395,"PRISM_ppt_stable_4kmM3_199103_bil",1991
"6124",238,26,"SouthBeaver",1991,3,"Site 26",-9.14999961853027,"PRISM_tmin_stable_4kmM2_199103_bil",4.82999992370605,"PRISM_tmax_stable_4kmM2_199103_bil",43.4500007629395,"PRISM_ppt_stable_4kmM3_199103_bil",1991
"7103",480,26,"SouthBeaver",1991,3,"Site 26",-9.14999961853027,"PRISM_tmin_stable_4kmM2_199103_bil",4.82999992370605,"PRISM_tmax_stable_4kmM2_199103_bil",43.4500007629395,"PRISM_ppt_stable_4kmM3_199103_bil",1991
"10419",598,26,"SouthBeaver",1991,3,"Site 26",-9.14999961853027,"PRISM_tmin_stable_4kmM2_199103_bil",4.82999992370605,"PRISM_tmax_stable_4kmM2_199103_bil",43.4500007629395,"PRISM_ppt_stable_4kmM3_199103_bil",1991
"13482",611,26,"SouthBeaver",1991,3,"Site 26",-9.14999961853027,"PRISM_tmin_stable_4kmM2_199103_bil",4.82999992370605,"PRISM_tmax_stable_4kmM2_199103_bil",43.4500007629395,"PRISM_ppt_stable_4kmM3_199103_bil",1991
"13846",614,26,"SouthBeaver",1991,3,"Site 26",-9.14999961853027,"PRISM_tmin_stable_4kmM2_199103_bil",4.82999992370605,"PRISM_tmax_stable_4kmM2_199103_bil",43.4500007629395,"PRISM_ppt_stable_4kmM3_199103_bil",1991
"12",1,1,"Cebolla",1991,4,"Cebolla Mid",-5.55999994277954,"PRISM_tmin_stable_4kmM2_199104_bil",10.039999961853,"PRISM_tmax_stable_4kmM2_199104_bil",10.9799995422363,"PRISM_ppt_stable_4kmM3_199104_bil",1991
"1843",22,1,"Cebolla",1991,4,"Cebolla Mid",-5.55999994277954,"PRISM_tmin_stable_4kmM2_199104_bil",10.039999961853,"PRISM_tmax_stable_4kmM2_199104_bil",10.9799995422363,"PRISM_ppt_stable_4kmM3_199104_bil",1991
"2210",32,1,"Cebolla",1991,4,"Cebolla Mid",-5.55999994277954,"PRISM_tmin_stable_4kmM2_199104_bil",10.039999961853,"PRISM_tmax_stable_4kmM2_199104_bil",10.9799995422363,"PRISM_ppt_stable_4kmM3_199104_bil",1991
"2820",42,1,"Cebolla",1991,4,"Cebolla Mid",-5.55999994277954,"PRISM_tmin_stable_4kmM2_199104_bil",10.039999961853,"PRISM_tmax_stable_4kmM2_199104_bil",10.9799995422363,"PRISM_ppt_stable_4kmM3_199104_bil",1991
"2974",52,1,"Cebolla",1991,4,"Cebolla Mid",-5.55999994277954,"PRISM_tmin_stable_4kmM2_199104_bil",10.039999961853,"PRISM_tmax_stable_4kmM2_199104_bil",10.9799995422363,"PRISM_ppt_stable_4kmM3_199104_bil",1991
"1093",16,2,"Cebolla",1991,4,"Cebolla North",-5.55999994277954,"PRISM_tmin_stable_4kmM2_199104_bil",10.039999961853,"PRISM_tmax_stable_4kmM2_199104_bil",10.9799995422363,"PRISM_ppt_stable_4kmM3_199104_bil",1991
"3470",58,2,"Cebolla",1991,4,"Cebolla North",-5.55999994277954,"PRISM_tmin_stable_4kmM2_199104_bil",10.039999961853,"PRISM_tmax_stable_4kmM2_199104_bil",10.9799995422363,"PRISM_ppt_stable_4kmM3_199104_bil",1991
"4048",89,2,"Cebolla",1991,4,"Cebolla North",-5.55999994277954,"PRISM_tmin_stable_4kmM2_199104_bil",10.039999961853,"PRISM_tmax_stable_4kmM2_199104_bil",10.9799995422363,"PRISM_ppt_stable_4kmM3_199104_bil",1991
"4535",90,2,"Cebolla",1991,4,"Cebolla North",-5.55999994277954,"PRISM_tmin_stable_4kmM2_199104_bil",10.039999961853,"PRISM_tmax_stable_4kmM2_199104_bil",10.9799995422363,"PRISM_ppt_stable_4kmM3_199104_bil",1991
"5146",96,2,"Cebolla",1991,4,"Cebolla North",-5.55999994277954,"PRISM_tmin_stable_4kmM2_199104_bil",10.039999961853,"PRISM_tmax_stable_4kmM2_199104_bil",10.9799995422363,"PRISM_ppt_stable_4kmM3_199104_bil",1991
"5753",98,2,"Cebolla",1991,4,"Cebolla North",-5.55999994277954,"PRISM_tmin_stable_4kmM2_199104_bil",10.039999961853,"PRISM_tmax_stable_4kmM2_199104_bil",10.9799995422363,"PRISM_ppt_stable_4kmM3_199104_bil",1991
"11127",606,5,"SouthBeaver",1991,4,"Site 5",-5.8899998664856,"PRISM_tmin_stable_4kmM2_199104_bil",10.6999998092651,"PRISM_tmax_stable_4kmM2_199104_bil",7.86999988555908,"PRISM_ppt_stable_4kmM3_199104_bil",1991
"11370",607,5,"SouthBeaver",1991,4,"Site 5",-6.25,"PRISM_tmin_stable_4kmM2_199104_bil",10.4300003051758,"PRISM_tmax_stable_4kmM2_199104_bil",9.10999965667725,"PRISM_ppt_stable_4kmM3_199104_bil",1991
"11858",608,5,"SouthBeaver",1991,4,"Site 5",-6.25,"PRISM_tmin_stable_4kmM2_199104_bil",10.4300003051758,"PRISM_tmax_stable_4kmM2_199104_bil",9.10999965667725,"PRISM_ppt_stable_4kmM3_199104_bil",1991
"12465",609,5,"SouthBeaver",1991,4,"Site 5",-6.25,"PRISM_tmin_stable_4kmM2_199104_bil",10.4300003051758,"PRISM_tmax_stable_4kmM2_199104_bil",9.10999965667725,"PRISM_ppt_stable_4kmM3_199104_bil",1991
"12760",610,5,"SouthBeaver",1991,4,"Site 5",-6.25,"PRISM_tmin_stable_4kmM2_199104_bil",10.4300003051758,"PRISM_tmax_stable_4kmM2_199104_bil",9.10999965667725,"PRISM_ppt_stable_4kmM3_199104_bil",1991
"620",8,15,"SouthBeaver",1991,4,"Site 15",-6.05999994277954,"PRISM_tmin_stable_4kmM2_199104_bil",9.14999961853027,"PRISM_tmax_stable_4kmM2_199104_bil",16.6800003051758,"PRISM_ppt_stable_4kmM3_199104_bil",1991
"9341",578,15,"SouthBeaver",1991,4,"Site 15",-6.05999994277954,"PRISM_tmin_stable_4kmM2_199104_bil",9.14999961853027,"PRISM_tmax_stable_4kmM2_199104_bil",16.6800003051758,"PRISM_ppt_stable_4kmM3_199104_bil",1991
"10118",581,15,"SouthBeaver",1991,4,"Site 15",-6.05999994277954,"PRISM_tmin_stable_4kmM2_199104_bil",9.14999961853027,"PRISM_tmax_stable_4kmM2_199104_bil",16.6800003051758,"PRISM_ppt_stable_4kmM3_199104_bil",1991
"14243",799,15,"SouthBeaver",1991,4,"Site 15",-6.05999994277954,"PRISM_tmin_stable_4kmM2_199104_bil",9.14999961853027,"PRISM_tmax_stable_4kmM2_199104_bil",16.6800003051758,"PRISM_ppt_stable_4kmM3_199104_bil",1991
"6546",300,19,"SouthBeaver",1991,4,"Site 19",-6.09999990463257,"PRISM_tmin_stable_4kmM2_199104_bil",9.88000011444092,"PRISM_tmax_stable_4kmM2_199104_bil",12.7200002670288,"PRISM_ppt_stable_4kmM3_199104_bil",1991
"7649",512,19,"SouthBeaver",1991,4,"Site 19",-6.09999990463257,"PRISM_tmin_stable_4kmM2_199104_bil",9.88000011444092,"PRISM_tmax_stable_4kmM2_199104_bil",12.7200002670288,"PRISM_ppt_stable_4kmM3_199104_bil",1991
"8013",513,19,"SouthBeaver",1991,4,"Site 19",-6.09999990463257,"PRISM_tmin_stable_4kmM2_199104_bil",9.88000011444092,"PRISM_tmax_stable_4kmM2_199104_bil",12.7200002670288,"PRISM_ppt_stable_4kmM3_199104_bil",1991
"8500",514,19,"SouthBeaver",1991,4,"Site 19",-6.09999990463257,"PRISM_tmin_stable_4kmM2_199104_bil",9.88000011444092,"PRISM_tmax_stable_4kmM2_199104_bil",12.7200002670288,"PRISM_ppt_stable_4kmM3_199104_bil",1991
"9230",515,19,"SouthBeaver",1991,4,"Site 19",-6.09999990463257,"PRISM_tmin_stable_4kmM2_199104_bil",9.88000011444092,"PRISM_tmax_stable_4kmM2_199104_bil",12.7200002670288,"PRISM_ppt_stable_4kmM3_199104_bil",1991
"6032",238,26,"SouthBeaver",1991,4,"Site 26",-6.09999990463257,"PRISM_tmin_stable_4kmM2_199104_bil",9.88000011444092,"PRISM_tmax_stable_4kmM2_199104_bil",12.7200002670288,"PRISM_ppt_stable_4kmM3_199104_bil",1991
"6902",480,26,"SouthBeaver",1991,4,"Site 26",-6.09999990463257,"PRISM_tmin_stable_4kmM2_199104_bil",9.88000011444092,"PRISM_tmax_stable_4kmM2_199104_bil",12.7200002670288,"PRISM_ppt_stable_4kmM3_199104_bil",1991
"10449",598,26,"SouthBeaver",1991,4,"Site 26",-6.09999990463257,"PRISM_tmin_stable_4kmM2_199104_bil",9.88000011444092,"PRISM_tmax_stable_4kmM2_199104_bil",12.7200002670288,"PRISM_ppt_stable_4kmM3_199104_bil",1991
"13391",611,26,"SouthBeaver",1991,4,"Site 26",-6.09999990463257,"PRISM_tmin_stable_4kmM2_199104_bil",9.88000011444092,"PRISM_tmax_stable_4kmM2_199104_bil",12.7200002670288,"PRISM_ppt_stable_4kmM3_199104_bil",1991
"13755",614,26,"SouthBeaver",1991,4,"Site 26",-6.09999990463257,"PRISM_tmin_stable_4kmM2_199104_bil",9.88000011444092,"PRISM_tmax_stable_4kmM2_199104_bil",12.7200002670288,"PRISM_ppt_stable_4kmM3_199104_bil",1991
"42",1,1,"Cebolla",1991,5,"Cebolla Mid",-0.980000019073486,"PRISM_tmin_stable_4kmM2_199105_bil",17.0200004577637,"PRISM_tmax_stable_4kmM2_199105_bil",14.210000038147,"PRISM_ppt_stable_4kmM3_199105_bil",1991
"1833",22,1,"Cebolla",1991,5,"Cebolla Mid",-0.980000019073486,"PRISM_tmin_stable_4kmM2_199105_bil",17.0200004577637,"PRISM_tmax_stable_4kmM2_199105_bil",14.210000038147,"PRISM_ppt_stable_4kmM3_199105_bil",1991
"2240",32,1,"Cebolla",1991,5,"Cebolla Mid",-0.980000019073486,"PRISM_tmin_stable_4kmM2_199105_bil",17.0200004577637,"PRISM_tmax_stable_4kmM2_199105_bil",14.210000038147,"PRISM_ppt_stable_4kmM3_199105_bil",1991
"2810",42,1,"Cebolla",1991,5,"Cebolla Mid",-0.980000019073486,"PRISM_tmin_stable_4kmM2_199105_bil",17.0200004577637,"PRISM_tmax_stable_4kmM2_199105_bil",14.210000038147,"PRISM_ppt_stable_4kmM3_199105_bil",1991
"2991",52,1,"Cebolla",1991,5,"Cebolla Mid",-0.980000019073486,"PRISM_tmin_stable_4kmM2_199105_bil",17.0200004577637,"PRISM_tmax_stable_4kmM2_199105_bil",14.210000038147,"PRISM_ppt_stable_4kmM3_199105_bil",1991
"1123",16,2,"Cebolla",1991,5,"Cebolla North",-0.980000019073486,"PRISM_tmin_stable_4kmM2_199105_bil",17.0200004577637,"PRISM_tmax_stable_4kmM2_199105_bil",14.210000038147,"PRISM_ppt_stable_4kmM3_199105_bil",1991
"3500",58,2,"Cebolla",1991,5,"Cebolla North",-0.980000019073486,"PRISM_tmin_stable_4kmM2_199105_bil",17.0200004577637,"PRISM_tmax_stable_4kmM2_199105_bil",14.210000038147,"PRISM_ppt_stable_4kmM3_199105_bil",1991
"4078",89,2,"Cebolla",1991,5,"Cebolla North",-0.980000019073486,"PRISM_tmin_stable_4kmM2_199105_bil",17.0200004577637,"PRISM_tmax_stable_4kmM2_199105_bil",14.210000038147,"PRISM_ppt_stable_4kmM3_199105_bil",1991
"4565",90,2,"Cebolla",1991,5,"Cebolla North",-0.980000019073486,"PRISM_tmin_stable_4kmM2_199105_bil",17.0200004577637,"PRISM_tmax_stable_4kmM2_199105_bil",14.210000038147,"PRISM_ppt_stable_4kmM3_199105_bil",1991
"5176",96,2,"Cebolla",1991,5,"Cebolla North",-0.980000019073486,"PRISM_tmin_stable_4kmM2_199105_bil",17.0200004577637,"PRISM_tmax_stable_4kmM2_199105_bil",14.210000038147,"PRISM_ppt_stable_4kmM3_199105_bil",1991
"5743",98,2,"Cebolla",1991,5,"Cebolla North",-0.980000019073486,"PRISM_tmin_stable_4kmM2_199105_bil",17.0200004577637,"PRISM_tmax_stable_4kmM2_199105_bil",14.210000038147,"PRISM_ppt_stable_4kmM3_199105_bil",1991
"11157",606,5,"SouthBeaver",1991,5,"Site 5",-1.60000002384186,"PRISM_tmin_stable_4kmM2_199105_bil",17.8700008392334,"PRISM_tmax_stable_4kmM2_199105_bil",8.09000015258789,"PRISM_ppt_stable_4kmM3_199105_bil",1991
"11400",607,5,"SouthBeaver",1991,5,"Site 5",-1.91999995708466,"PRISM_tmin_stable_4kmM2_199105_bil",17.5599994659424,"PRISM_tmax_stable_4kmM2_199105_bil",7.90000009536743,"PRISM_ppt_stable_4kmM3_199105_bil",1991
"11888",608,5,"SouthBeaver",1991,5,"Site 5",-1.91999995708466,"PRISM_tmin_stable_4kmM2_199105_bil",17.5599994659424,"PRISM_tmax_stable_4kmM2_199105_bil",7.90000009536743,"PRISM_ppt_stable_4kmM3_199105_bil",1991
"12495",609,5,"SouthBeaver",1991,5,"Site 5",-1.91999995708466,"PRISM_tmin_stable_4kmM2_199105_bil",17.5599994659424,"PRISM_tmax_stable_4kmM2_199105_bil",7.90000009536743,"PRISM_ppt_stable_4kmM3_199105_bil",1991
"12754",610,5,"SouthBeaver",1991,5,"Site 5",-1.91999995708466,"PRISM_tmin_stable_4kmM2_199105_bil",17.5599994659424,"PRISM_tmax_stable_4kmM2_199105_bil",7.90000009536743,"PRISM_ppt_stable_4kmM3_199105_bil",1991
"610",8,15,"SouthBeaver",1991,5,"Site 15",-1.04999995231628,"PRISM_tmin_stable_4kmM2_199105_bil",16.0799999237061,"PRISM_tmax_stable_4kmM2_199105_bil",13.8400001525879,"PRISM_ppt_stable_4kmM3_199105_bil",1991
"9357",578,15,"SouthBeaver",1991,5,"Site 15",-1.04999995231628,"PRISM_tmin_stable_4kmM2_199105_bil",16.0799999237061,"PRISM_tmax_stable_4kmM2_199105_bil",13.8400001525879,"PRISM_ppt_stable_4kmM3_199105_bil",1991
"10148",581,15,"SouthBeaver",1991,5,"Site 15",-1.04999995231628,"PRISM_tmin_stable_4kmM2_199105_bil",16.0799999237061,"PRISM_tmax_stable_4kmM2_199105_bil",13.8400001525879,"PRISM_ppt_stable_4kmM3_199105_bil",1991
"14233",799,15,"SouthBeaver",1991,5,"Site 15",-1.04999995231628,"PRISM_tmin_stable_4kmM2_199105_bil",16.0799999237061,"PRISM_tmax_stable_4kmM2_199105_bil",13.8400001525879,"PRISM_ppt_stable_4kmM3_199105_bil",1991
"6576",300,19,"SouthBeaver",1991,5,"Site 19",-1.89999997615814,"PRISM_tmin_stable_4kmM2_199105_bil",16.9099998474121,"PRISM_tmax_stable_4kmM2_199105_bil",9.96000003814697,"PRISM_ppt_stable_4kmM3_199105_bil",1991
"7679",512,19,"SouthBeaver",1991,5,"Site 19",-1.89999997615814,"PRISM_tmin_stable_4kmM2_199105_bil",16.9099998474121,"PRISM_tmax_stable_4kmM2_199105_bil",9.96000003814697,"PRISM_ppt_stable_4kmM3_199105_bil",1991
"8043",513,19,"SouthBeaver",1991,5,"Site 19",-1.89999997615814,"PRISM_tmin_stable_4kmM2_199105_bil",16.9099998474121,"PRISM_tmax_stable_4kmM2_199105_bil",9.96000003814697,"PRISM_ppt_stable_4kmM3_199105_bil",1991
"8530",514,19,"SouthBeaver",1991,5,"Site 19",-1.89999997615814,"PRISM_tmin_stable_4kmM2_199105_bil",16.9099998474121,"PRISM_tmax_stable_4kmM2_199105_bil",9.96000003814697,"PRISM_ppt_stable_4kmM3_199105_bil",1991
"9260",515,19,"SouthBeaver",1991,5,"Site 19",-1.89999997615814,"PRISM_tmin_stable_4kmM2_199105_bil",16.9099998474121,"PRISM_tmax_stable_4kmM2_199105_bil",9.96000003814697,"PRISM_ppt_stable_4kmM3_199105_bil",1991
"6062",238,26,"SouthBeaver",1991,5,"Site 26",-1.89999997615814,"PRISM_tmin_stable_4kmM2_199105_bil",16.9099998474121,"PRISM_tmax_stable_4kmM2_199105_bil",9.96000003814697,"PRISM_ppt_stable_4kmM3_199105_bil",1991
"6892",480,26,"SouthBeaver",1991,5,"Site 26",-1.89999997615814,"PRISM_tmin_stable_4kmM2_199105_bil",16.9099998474121,"PRISM_tmax_stable_4kmM2_199105_bil",9.96000003814697,"PRISM_ppt_stable_4kmM3_199105_bil",1991
"10479",598,26,"SouthBeaver",1991,5,"Site 26",-1.89999997615814,"PRISM_tmin_stable_4kmM2_199105_bil",16.9099998474121,"PRISM_tmax_stable_4kmM2_199105_bil",9.96000003814697,"PRISM_ppt_stable_4kmM3_199105_bil",1991
"13421",611,26,"SouthBeaver",1991,5,"Site 26",-1.89999997615814,"PRISM_tmin_stable_4kmM2_199105_bil",16.9099998474121,"PRISM_tmax_stable_4kmM2_199105_bil",9.96000003814697,"PRISM_ppt_stable_4kmM3_199105_bil",1991
"13785",614,26,"SouthBeaver",1991,5,"Site 26",-1.89999997615814,"PRISM_tmin_stable_4kmM2_199105_bil",16.9099998474121,"PRISM_tmax_stable_4kmM2_199105_bil",9.96000003814697,"PRISM_ppt_stable_4kmM3_199105_bil",1991
"72",1,1,"Cebolla",1991,6,"Cebolla Mid",3.77999997138977,"PRISM_tmin_stable_4kmM2_199106_bil",22.75,"PRISM_tmax_stable_4kmM2_199106_bil",15.0299997329712,"PRISM_ppt_stable_4kmM3_199106_bil",1991
"1863",22,1,"Cebolla",1991,6,"Cebolla Mid",3.77999997138977,"PRISM_tmin_stable_4kmM2_199106_bil",22.75,"PRISM_tmax_stable_4kmM2_199106_bil",15.0299997329712,"PRISM_ppt_stable_4kmM3_199106_bil",1991
"2270",32,1,"Cebolla",1991,6,"Cebolla Mid",3.77999997138977,"PRISM_tmin_stable_4kmM2_199106_bil",22.75,"PRISM_tmax_stable_4kmM2_199106_bil",15.0299997329712,"PRISM_ppt_stable_4kmM3_199106_bil",1991
"2840",42,1,"Cebolla",1991,6,"Cebolla Mid",3.77999997138977,"PRISM_tmin_stable_4kmM2_199106_bil",22.75,"PRISM_tmax_stable_4kmM2_199106_bil",15.0299997329712,"PRISM_ppt_stable_4kmM3_199106_bil",1991
"3008",52,1,"Cebolla",1991,6,"Cebolla Mid",3.77999997138977,"PRISM_tmin_stable_4kmM2_199106_bil",22.75,"PRISM_tmax_stable_4kmM2_199106_bil",15.0299997329712,"PRISM_ppt_stable_4kmM3_199106_bil",1991
"1153",16,2,"Cebolla",1991,6,"Cebolla North",3.77999997138977,"PRISM_tmin_stable_4kmM2_199106_bil",22.75,"PRISM_tmax_stable_4kmM2_199106_bil",15.0299997329712,"PRISM_ppt_stable_4kmM3_199106_bil",1991
"3490",58,2,"Cebolla",1991,6,"Cebolla North",3.77999997138977,"PRISM_tmin_stable_4kmM2_199106_bil",22.75,"PRISM_tmax_stable_4kmM2_199106_bil",15.0299997329712,"PRISM_ppt_stable_4kmM3_199106_bil",1991
"4108",89,2,"Cebolla",1991,6,"Cebolla North",3.77999997138977,"PRISM_tmin_stable_4kmM2_199106_bil",22.75,"PRISM_tmax_stable_4kmM2_199106_bil",15.0299997329712,"PRISM_ppt_stable_4kmM3_199106_bil",1991
"4595",90,2,"Cebolla",1991,6,"Cebolla North",3.77999997138977,"PRISM_tmin_stable_4kmM2_199106_bil",22.75,"PRISM_tmax_stable_4kmM2_199106_bil",15.0299997329712,"PRISM_ppt_stable_4kmM3_199106_bil",1991
"5206",96,2,"Cebolla",1991,6,"Cebolla North",3.77999997138977,"PRISM_tmin_stable_4kmM2_199106_bil",22.75,"PRISM_tmax_stable_4kmM2_199106_bil",15.0299997329712,"PRISM_ppt_stable_4kmM3_199106_bil",1991
"5733",98,2,"Cebolla",1991,6,"Cebolla North",3.77999997138977,"PRISM_tmin_stable_4kmM2_199106_bil",22.75,"PRISM_tmax_stable_4kmM2_199106_bil",15.0299997329712,"PRISM_ppt_stable_4kmM3_199106_bil",1991
"11187",606,5,"SouthBeaver",1991,6,"Site 5",3.10999989509583,"PRISM_tmin_stable_4kmM2_199106_bil",23.6900005340576,"PRISM_tmax_stable_4kmM2_199106_bil",15.6000003814697,"PRISM_ppt_stable_4kmM3_199106_bil",1991
"11430",607,5,"SouthBeaver",1991,6,"Site 5",2.78999996185303,"PRISM_tmin_stable_4kmM2_199106_bil",23.3600006103516,"PRISM_tmax_stable_4kmM2_199106_bil",16.9799995422363,"PRISM_ppt_stable_4kmM3_199106_bil",1991
"11918",608,5,"SouthBeaver",1991,6,"Site 5",2.78999996185303,"PRISM_tmin_stable_4kmM2_199106_bil",23.3600006103516,"PRISM_tmax_stable_4kmM2_199106_bil",16.9799995422363,"PRISM_ppt_stable_4kmM3_199106_bil",1991
"12525",609,5,"SouthBeaver",1991,6,"Site 5",2.78999996185303,"PRISM_tmin_stable_4kmM2_199106_bil",23.3600006103516,"PRISM_tmax_stable_4kmM2_199106_bil",16.9799995422363,"PRISM_ppt_stable_4kmM3_199106_bil",1991
"12744",610,5,"SouthBeaver",1991,6,"Site 5",2.78999996185303,"PRISM_tmin_stable_4kmM2_199106_bil",23.3600006103516,"PRISM_tmax_stable_4kmM2_199106_bil",16.9799995422363,"PRISM_ppt_stable_4kmM3_199106_bil",1991
"640",8,15,"SouthBeaver",1991,6,"Site 15",3.74000000953674,"PRISM_tmin_stable_4kmM2_199106_bil",21.8199996948242,"PRISM_tmax_stable_4kmM2_199106_bil",19.4500007629395,"PRISM_ppt_stable_4kmM3_199106_bil",1991
"9361",578,15,"SouthBeaver",1991,6,"Site 15",3.74000000953674,"PRISM_tmin_stable_4kmM2_199106_bil",21.8199996948242,"PRISM_tmax_stable_4kmM2_199106_bil",19.4500007629395,"PRISM_ppt_stable_4kmM3_199106_bil",1991
"10178",581,15,"SouthBeaver",1991,6,"Site 15",3.74000000953674,"PRISM_tmin_stable_4kmM2_199106_bil",21.8199996948242,"PRISM_tmax_stable_4kmM2_199106_bil",19.4500007629395,"PRISM_ppt_stable_4kmM3_199106_bil",1991
"14227",799,15,"SouthBeaver",1991,6,"Site 15",3.74000000953674,"PRISM_tmin_stable_4kmM2_199106_bil",21.8199996948242,"PRISM_tmax_stable_4kmM2_199106_bil",19.4500007629395,"PRISM_ppt_stable_4kmM3_199106_bil",1991
"6606",300,19,"SouthBeaver",1991,6,"Site 19",2.66000008583069,"PRISM_tmin_stable_4kmM2_199106_bil",22.6700000762939,"PRISM_tmax_stable_4kmM2_199106_bil",17,"PRISM_ppt_stable_4kmM3_199106_bil",1991
"7709",512,19,"SouthBeaver",1991,6,"Site 19",2.66000008583069,"PRISM_tmin_stable_4kmM2_199106_bil",22.6700000762939,"PRISM_tmax_stable_4kmM2_199106_bil",17,"PRISM_ppt_stable_4kmM3_199106_bil",1991
"8073",513,19,"SouthBeaver",1991,6,"Site 19",2.66000008583069,"PRISM_tmin_stable_4kmM2_199106_bil",22.6700000762939,"PRISM_tmax_stable_4kmM2_199106_bil",17,"PRISM_ppt_stable_4kmM3_199106_bil",1991
"8560",514,19,"SouthBeaver",1991,6,"Site 19",2.66000008583069,"PRISM_tmin_stable_4kmM2_199106_bil",22.6700000762939,"PRISM_tmax_stable_4kmM2_199106_bil",17,"PRISM_ppt_stable_4kmM3_199106_bil",1991
"9290",515,19,"SouthBeaver",1991,6,"Site 19",2.66000008583069,"PRISM_tmin_stable_4kmM2_199106_bil",22.6700000762939,"PRISM_tmax_stable_4kmM2_199106_bil",17,"PRISM_ppt_stable_4kmM3_199106_bil",1991
"6092",238,26,"SouthBeaver",1991,6,"Site 26",2.66000008583069,"PRISM_tmin_stable_4kmM2_199106_bil",22.6700000762939,"PRISM_tmax_stable_4kmM2_199106_bil",17,"PRISM_ppt_stable_4kmM3_199106_bil",1991
"6909",480,26,"SouthBeaver",1991,6,"Site 26",2.66000008583069,"PRISM_tmin_stable_4kmM2_199106_bil",22.6700000762939,"PRISM_tmax_stable_4kmM2_199106_bil",17,"PRISM_ppt_stable_4kmM3_199106_bil",1991
"10509",598,26,"SouthBeaver",1991,6,"Site 26",2.66000008583069,"PRISM_tmin_stable_4kmM2_199106_bil",22.6700000762939,"PRISM_tmax_stable_4kmM2_199106_bil",17,"PRISM_ppt_stable_4kmM3_199106_bil",1991
"13451",611,26,"SouthBeaver",1991,6,"Site 26",2.66000008583069,"PRISM_tmin_stable_4kmM2_199106_bil",22.6700000762939,"PRISM_tmax_stable_4kmM2_199106_bil",17,"PRISM_ppt_stable_4kmM3_199106_bil",1991
